,Q5017_27-32nt,Q5019_27-32nt,Q5020_27-32nt,Q5033_27-32nt,Q5034_27-32nt,Q5035_27-32nt,Q5041_27-32nt,Q5042_27-32nt,Q5043_27-32nt,Q5334_27-32nt,Q5337_27-32nt,Q5338_27-32nt,R4816_27-32nt,R4816_37-43nt,R4816minus_20-23nt,R4816minus_20-32nt,R4816minus_27-32nt,R4819_27-32nt,R4819_37-43nt,R4819minus_20-23nt,R4819minus_20-32nt,R4819minus_27-32nt,R4869_27-32nt,R4869minus_20-23nt,R4869minus_20-32nt,R4869minus_27-32nt,R4870_27-32nt,R4870minus_20-23nt,R4870minus_20-32nt,R4870minus_27-32nt,R4902_27-32nt,R4902_37-43nt,R4903_27-32nt,R4903_37-43nt
YPL179W_mRNA,16.68,20.34,20.35,29.22,26.28,22.47,13.8,10.31,17.06,22.64,20.36,20.73,3.21,0,19.44,23.94,48.19,38.96,92.05,7.34,6.19,0,37.57,0,0,0,18.39,26.52,27.63,29.96,56.35,447.38,0,0
YLR014C_mRNA,5.8,6.5,6.21,7.05,6.24,5.3,7.92,2.84,9.27,11.73,9.1,9.8,2.21,0,3.09,2.6,0,0,0,8.75,9.55,13.69,1.85,0,0,0,3.69,7.83,5.19,0,12.25,0,0,0
YBR276C_mRNA,7.55,8.08,7.12,5.98,8.81,7.85,5.44,3.79,5.66,8.22,7.46,9.25,12.64,0,2.36,1.99,0,3.23,0,0,0,0,0,0,21.47,55.29,7.25,0,0.99,2.95,0,0,0,0
YGR123C_mRNA,92.89,108.99,117.38,93.08,88.92,109.45,82.54,101.14,103.15,99.52,97,108.75,30.7,0,37.51,42.16,67.26,56.43,0,62.11,80.44,166.54,77.06,119.9,113.85,104.87,66.93,79.25,75.07,67.2,60.32,0,32.87,0
YPL148C_mRNA,7.72,7.6,1.99,1.97,4.71,4.17,0,1.78,0,3.3,6.95,7.07,0,0,3.86,3.25,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,7.7,0,0,0
YHR201C_mRNA,71.22,63.91,75.7,62.43,57.84,72.38,68.49,52.64,73.87,64.58,70.16,71.58,45.49,197.58,50.78,62.41,125.28,49.44,65.41,103.94,87.68,0,41.87,78.89,81.87,87.02,67.38,40.22,48.01,63.73,71.5,0,90.91,0
YML016C_mRNA,16.66,18.84,19.71,25.96,19.88,23.09,10.09,9.65,21.27,15.4,14.1,17.64,33.76,60.94,27.53,27.63,28.18,19.79,322.77,64.38,54.31,0,0,24.45,23.88,23.07,22.18,23.27,20.94,16.42,0,0,0,0
YDR436W_mRNA,7.08,7.39,6.58,5.86,8.03,9.08,1.97,5.89,2.31,4.58,5.21,8.62,11,0,18.03,17.43,13.77,7.03,19.71,6.29,5.31,0,36.81,0,0,0,6.57,14.62,10.77,3.21,7.63,0,0,0
YEL060C_mRNA,90.89,76.1,61.27,89.84,97.56,107,45.73,48.82,45.93,81.42,80.84,94.8,315.86,307.12,104.73,125.25,235.75,200.01,217.86,79.91,93.79,169.48,106.74,73.89,93.42,124.51,111.02,69.96,66.61,60.28,210.64,0,125.74,402.83
YMR297W_mRNA,274.47,234.88,219.79,289.61,248.56,283.22,242.44,182.72,181.12,274.59,241.48,263.74,518.19,345.42,426.11,414.84,358.89,368.91,554.14,386.5,365.04,250.66,445.91,306.3,319.41,341.5,358.25,394.75,369.65,321.81,274.81,897.75,335.77,813.2
YCL057W_mRNA,80.79,73.81,71.99,79.05,73.6,77.91,49.99,69.72,71.58,65.2,79.42,75.3,34.86,104.88,56.86,57.05,58.19,89.14,0,29.91,47.66,144.08,75.35,0,0,0,74.95,77.21,73.96,67.83,77.89,0,132.69,0
YER012W_mRNA,150.04,129.13,106.49,164.13,135.28,129.85,93.62,167.87,132.52,147.56,141.31,140.13,179.51,0,83.15,86.01,102.16,125.21,117.99,139.09,172.17,354.15,225.32,606.01,584.99,557.52,130.62,129.3,162,228.65,45.27,0,93.19,0
YOR362C_mRNA,150.31,187.16,164.65,161.98,179.36,190.57,133.86,105.35,111.52,154.48,161.81,187.32,180.45,0,106.84,111.88,140.23,99.46,313.99,290.71,287.16,270.07,229.1,323.16,276.17,204.08,142.72,194.05,186.95,174.36,281.95,0,8.88,0
YPR103W_mRNA,175.61,172.26,172.8,152.75,180.85,184.19,104.43,190.11,198.36,163.3,167.36,179.4,52.96,192.33,236.54,214.89,99.46,241.27,764.02,263.95,248.11,164.19,293.6,252.01,370.56,560.89,219.86,307.57,273.68,208.69,220.39,0,170.11,0
YJL001W_mRNA,112.55,116.72,85.61,87.47,101.69,115.33,79.97,108.57,137.4,88.84,89.84,86.13,342,0,261.94,241.1,130.31,266.2,429.55,380.76,321.2,0,236.4,411.26,329.49,203.19,163.42,493.62,420.04,277.77,82.5,0,137.98,0
YJL001W_pre-mRNA,4.43,8.16,3.01,6.65,4.2,0,0,16.69,0,3.3,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR050C_mRNA,155.43,144.42,137.46,182.42,132.86,117.53,94.08,125.12,141.45,111.35,123.47,134.94,85.28,0,164.39,166.78,180.69,138.42,0,156.85,163.62,203.38,98.81,158.93,97.01,0,192.79,123.47,110.03,84.25,194.13,0,206.04,0
YMR314W_mRNA,255.76,309.65,285.69,295.89,278.76,302.63,241.48,231.87,250.81,269.95,280.09,291.5,480.08,260.43,265.82,277.25,340.89,183.25,155.18,249.15,280.2,444.27,149.89,86.73,121.01,176.25,285.9,366.39,304.41,184.05,284.91,335.2,347.79,0
YOL038W_mRNA,356.85,399.09,358.07,287.05,426.17,390.09,266.42,409.05,422.29,445.51,451.92,417.22,240.41,794.52,216.19,259.08,492.53,316.74,1104.65,232.19,237.85,271.03,445.02,25.16,115.33,258.84,294.17,261.16,227.13,161.61,330.11,340.88,260.01,0
YBL041W_mRNA,230.65,198.51,222.29,232.85,225.95,264.59,127.8,205.3,162.2,227.95,188.98,209.01,282.2,0,89.51,104.46,185.95,175.68,0,169.03,163.98,138.14,68.36,102.7,62.69,0,166.79,174.53,176.5,182.08,82.41,868.87,84.81,0
YML092C_mRNA,150.93,109.1,101.4,172.03,103.78,129.76,118.23,131.7,121.72,102.24,105.16,105.71,194.86,218.02,152.9,166.96,243.95,210.84,0,230.27,230.23,232.34,263.39,90.68,55.36,0,166.53,180.53,195.63,227.5,200.98,263.08,246.07,0
YGR135W_mRNA,135.42,116.29,102,113.66,106.99,95.43,150.83,126.22,137.43,101.21,110.88,129.57,182.3,407.64,224.38,219.27,193.12,62.76,0,167.65,195.31,347.78,129.07,254.62,310.88,402.41,189.3,136.01,169.46,237.4,343.63,0,180.17,0
YIR008C_mRNA,18.51,12.83,16.74,18.38,22.15,22.65,0,10.46,13.67,19.71,19.02,16.23,0,0,30.9,43.45,111.1,28.37,0,60.81,51.3,0,55.69,0,0,0,19.08,41.86,31.23,10.36,4.1,0,133.02,0
YKL045W_mRNA,19.18,12.34,17.22,16.14,15.63,15.5,18.51,14.22,22.72,17.26,16.43,14.21,18.44,0,17.17,14.47,0,0,0,8.43,7.11,0,3.09,0,0,0,24.67,15.23,15.87,17.22,13.64,0,42.11,0
YIL095W_mRNA,12.61,13.29,10.66,16.67,9.78,15.34,1.77,5.3,12.46,11.57,13.08,14.85,14.83,0,9.22,7.77,0,20.55,17.72,5.66,4.78,0,0,0,0,0,10.04,11.69,10.66,8.66,0,0,0,0
YNL279W_mRNA,0.75,0.59,0.7,0.35,0.83,0,0,0.63,0.82,0.23,0.16,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL108C_mRNA,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR278W_mRNA,59.31,62.54,48.82,55.96,67.6,68.55,25.73,26.56,20.09,63.13,65.2,66.03,75.02,0,71.13,70.62,73.51,52.14,46.81,111.92,110.15,101.12,13.65,34,65.72,115.89,49.88,65.48,57.47,41.89,54.29,0,93.13,0
YIL037C_mRNA,0.15,0.15,0,0,0,0,0,0,0,0.23,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL192C_mRNA,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL156C_mRNA,4.78,3.77,5.19,5.13,7,1.86,0,0,1.73,1.96,4.48,4.04,0,0,5.75,4.85,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0
YIL117C_mRNA,25.54,32.33,24.79,38.68,42.09,33.26,15.63,17.51,24.41,30.68,31.55,44.47,0,39.5,37.98,32.01,0,38.32,78.46,18.65,20.97,33.78,9.12,0,0,0,22.13,25.67,21.28,12.72,0,0,62.22,0
YML047C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL039C_mRNA,0.72,0.85,0.5,0.33,1.31,0.84,0,0,0,1.33,0.16,0.73,0,161.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL053W_mRNA,7.21,14.11,6.95,16.92,11.87,16.51,9.8,7.69,11.48,17.48,13.49,15.16,34.18,0,25.37,29.4,51.34,61.18,0,0,0,0,0,0,0,0,19.6,16.08,10.66,0,6.32,0,0,0
YAR031W_mRNA,3.41,5.91,2.41,7.52,4.08,7.39,4.12,4.61,1.61,2.17,4.65,9.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR300C_mRNA,94.93,99.62,91.86,79.4,76.28,94.03,41.7,103.54,120.26,111.42,101.64,114.81,22.37,129.54,33.3,43.85,100.82,25.74,96.48,20.44,21.55,27.74,48.67,139.69,85.27,0,65.2,47.48,57.72,78.35,124.11,0,146.89,0
YOR323C_mRNA,136.2,146.65,113.19,143.93,132.43,113.8,132.73,158.67,132.05,120.25,115.83,125.76,220.36,159.5,166.08,176.27,231.74,194.43,63.36,105.71,161.36,464.55,154.89,259.95,186.68,72.27,149.53,171.93,173.3,174.95,220.07,153.97,239.08,65.09
YER023W_mRNA,275.95,210.13,174.53,208.78,214.39,186.84,371.33,152.08,221.99,199.28,172.3,185.36,262.12,0,320.47,327.61,368.19,322.92,368.78,196.69,227.38,396.4,470.77,55.64,196.97,419.35,403.26,394.91,389.07,380.68,301.51,74.68,419.83,0
YDL043C_mRNA,26.91,23.96,24,29.64,20.9,38.68,5.13,30.68,20.04,28.95,23.91,22.9,0,0,9.96,16.78,53.77,27.46,0,0,0,0,0,0,0,0,39.33,16.83,27.9,50.14,0,0,0,0
YKR086W_mRNA,6.42,5.75,7.91,8.94,7.65,9.45,20.31,4.05,10.04,7.04,7.15,9.25,0,0,7.93,6.68,0,3.62,0,4.33,3.65,0,0,0,0,0,9.02,0,2.22,6.61,0,0,0,0
YGR006W_mRNA,9.3,13.46,11.35,21.92,20.2,12.21,10.29,5.2,5.5,17.22,12.95,15.61,6.55,0,3.04,7.68,32.79,41.29,0,0,0,0,0,0,0,0,23.9,23.11,15.32,0,57.05,0,0,0
YLL036C_mRNA,25.51,35.88,32.77,29.52,41.74,33.91,37.38,45.48,36.49,23.63,30.89,31.61,48.4,0,46.81,51.14,74.58,47.61,0,38.3,61.04,184.69,28.04,19.85,12.67,0,64.94,72.14,52.43,13.04,13.77,0,53.15,0
YNR011C_mRNA,7.61,7.61,4.9,8.34,5.78,5,6.52,5.84,10.18,3.79,5.95,6.53,31.82,114.77,8.48,8.93,11.38,26.15,0,0,6.59,42.27,22.82,0,0,0,7.06,13.43,10.69,5.31,0,0,0,0
YJL203W_mRNA,10.23,9.16,15.86,22.09,14.75,13.86,0,10.32,3.37,11.94,12.41,9.44,0,0,5.59,4.71,0,3.85,0,0,0,0,0,0,0,0,11.51,10.63,9.4,7.03,0,0,0,0
YER013W_mRNA,9.59,9.45,9.66,9.24,9.86,7.46,11.45,12.17,10.43,9.85,9.38,14.71,7.1,0,12.38,14.63,26.65,7.94,0,2.03,1.71,0,0,0,0,0,8.9,8.39,12.03,20.71,9.84,0,0,0
YMR268C_mRNA,2.99,3.36,3.72,4.41,5.07,4.56,17.82,8.88,2.32,2.3,5.3,3.52,0,0,5.78,4.87,0,15.89,0,9.46,7.98,0,0,0,0,0,11.87,2.43,4.83,9.67,0,0,47.3,0
YDR243C_mRNA,8.04,9.56,8.17,10.38,10.41,10.74,16.32,9.06,10.01,12.37,13.03,11.04,0,0,9.09,7.66,0,20.78,0,29.74,25.09,0,0,0,0,0,15.53,3.83,6.36,11.39,0,0,32.48,0
YDR473C_mRNA,8.76,6.42,4.26,5.15,7.45,8.31,8.5,7.62,5.54,7.53,7.48,8.52,0,200.17,0,1.55,9.9,2.53,0,13.55,11.43,0,0,0,0,0,6.61,0,6.19,18.46,0,0,0,0
YGR091W_mRNA,7.21,8.44,8.15,3.58,8.19,6.06,2.71,5.67,3.18,5.4,6.74,7.16,0,0,7.04,5.94,0,9.67,0,12.97,10.94,0,0,0,0,0,8.13,13.39,17.76,26.49,0,0,37.79,0
YGR075C_mRNA,15.94,8.87,16.52,24.68,15.85,13.47,4.83,4.33,5.65,10.67,23.23,20.65,0,0,12.49,10.53,0,0,0,0,0,0,0,0,0,0,0,11.87,7.87,0,0,0,0,0
YML046W_mRNA,9.5,12.47,10.07,13.78,13.11,11.01,0,9.71,6.34,7.19,8.29,11.62,0,0,6.03,5.08,0,12.41,0,0,12.49,80.26,0,0,0,0,4.64,9.55,12.67,18.89,0,0,0,0
YPR178W_mRNA,14.42,9.62,11.09,9.09,20,13.56,29.15,14.52,10.12,10.75,10.56,14.16,31.62,0,21.01,17.71,0,17.33,0,5.16,4.35,0,0,0,0,0,21.58,21.31,24.72,31.64,0,0,6.45,0
YKL012W_mRNA,7.59,9.97,7.84,5.81,10.18,10.49,2.35,17.55,10.09,6.49,11.49,6.63,26.2,0,10.68,10.29,8.2,25.13,0,7.49,6.32,0,0,0,0,0,10.17,18.48,24.35,34.41,0,0,28.05,0
YDR235W_mRNA,14.59,14.95,12.6,14.04,13.7,14.94,2.74,12.31,17.15,10.02,15.35,15.5,30.63,0,15.56,12.72,0,17.13,0,13.13,11.07,0,16.02,0,0,0,7.32,6.78,5.99,4.47,0,0,0,0
YGL120C_mRNA,98.79,105.67,101.91,94.56,95.61,91.72,45.85,89.63,96.98,103.32,88.86,100.37,90.58,192.31,125.17,131.79,166.76,112.42,76.39,91.47,110.6,214.73,127.06,64.84,81.98,109.21,148.94,171.58,162.84,146.19,243.88,185.64,129.3,0
YAL032C_mRNA,7.06,6.47,5.38,10.63,8.46,6.15,3.39,3.04,5.29,4.5,6.32,8.64,0,0,6.59,11.12,35.5,6.04,0,16.19,13.66,0,0,0,0,0,6.78,11.14,7.39,0,4.37,165.21,0,0
YPL151C_mRNA,12.63,11.82,11.01,13.54,20.02,9.82,11.72,4.38,6.87,11.99,12.74,14.41,12.26,0,22.82,20.84,10.23,33.97,0,37.36,63.03,202.73,0,0,0,0,23.44,2.41,4.8,9.54,60.47,0,70.01,0
YBR237W_mRNA,7.11,12.69,8.4,8.02,9.25,8.19,3.35,4.51,7.86,12.06,9.64,10.08,7.02,0,0,0,0,10.47,0,0,0,0,0,28.47,17.38,0,4.47,2.76,3.67,5.46,6.49,0,0,0
YBR055C_mRNA,8.12,6.98,9.43,10.5,8.99,6.22,7.96,6.18,14.29,9.33,8.65,10.58,19.97,0,8.28,6.98,0,2.84,0,7.62,6.43,0,13,54.04,32.99,0,4.77,20.99,15.66,5.18,0,0,0,0
YHR165C_mRNA,17.56,14.33,14.62,13.31,18.98,20.95,14.38,14.02,16.36,16.81,13.79,14.41,13.08,0,24.86,28.16,45.86,10.6,0,19.01,24.47,54.08,1.46,82.05,50.08,0,21.67,19.11,18.78,18.33,0.81,0,34.86,0
YDL030W_mRNA,13.18,20.24,16.22,16.03,15.96,16.2,13.5,19.36,14.76,9.85,16.98,22.12,3.76,0,5.26,4.43,0,7.22,0,17.21,14.52,0,0,0,0,0,11.69,6.66,5.89,4.39,0,0,0,55.53
YKL116C_mRNA,23.56,22.65,23.15,26.2,23.94,27.13,10.41,18.14,18.3,30.23,29.66,30.34,0,0,33.81,31.34,18.18,39.46,0,0,3.5,22.51,30.38,0,0,0,13.01,21.43,21.31,21.19,47,0,20.73,0
YDL214C_mRNA,0.14,0,0,0,0.26,0.28,0,0.6,0,0,0,0.18,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL181W_mRNA,268.65,341.28,319.63,265.05,295.03,299.88,303.57,310.05,303.85,332.53,332.78,314.83,213.73,267.63,207.02,190.49,102.92,218.12,413.45,220.51,186.18,0,61.91,189.82,116.81,0,218.99,209.73,180.87,124.77,95.02,0,222.97,0
YER099C_mRNA,35.9,38.45,26.5,34.91,44.09,37.17,21.89,23.99,27.07,29.46,31.73,36.88,71.22,0,25.89,31.66,63.69,71.56,0,87.09,93.06,126.18,68.11,97.01,107.66,125.14,51.05,26.98,53.67,106.92,61.16,0,0,0
YHL011C_mRNA,225.64,231.42,236.24,178.43,230.18,238.5,193.37,225.27,201.89,238.78,244.56,267.74,258.67,199.52,140.65,144.4,165.37,70.38,39.63,119.21,137.65,238.87,248.69,333.75,203.72,0,156.48,213.91,176.24,102.81,61.07,0,117.85,0
YBL068W_mRNA,52.76,41.5,46.81,59.52,37.68,58.84,39.11,55.85,23.76,38.94,44.89,51.85,0,0,45.03,54.55,106.23,65.88,0,41.45,34.97,0,126.79,62.96,44.84,16.56,57.92,103.44,75.69,21.23,140.11,0,8.65,0
YOL061W_mRNA,115.49,119.39,106.61,127.88,99.63,110.86,115.83,89.84,78.62,96.4,96.59,117.29,253.85,0,166.53,170.53,192.61,159.84,27.62,123.08,111.25,47.7,157.7,60.09,85.59,126.14,127.73,138.44,144.48,157.17,24.9,0,0,56.75
YOR361C_mRNA,257.87,265.84,244.34,256.71,228.16,227.19,243.89,262.29,237.38,245.25,246.21,244.14,360.74,148.79,404.85,392.83,329.05,268.54,18.47,330.3,345.74,431.36,144.46,223.99,284.4,380.28,252.41,287.79,267.58,228.64,200.15,568.53,230.09,303.57
YBL064C_mRNA,102.74,64.57,80.39,118.47,100.9,105.65,33.39,26.61,23.91,107.74,78.66,95.29,163,0,79.13,93.98,174.92,124.07,0,0,0,0,58.45,268.25,163.74,0,61.2,36.47,39.3,45.31,150.73,0,132.97,0
YJL079C_mRNA,66.32,59.18,47.82,43.53,59.9,79.42,41.46,25.9,42.68,39.18,48.87,48.39,115.62,0,192.29,215.93,342.14,194.89,643.06,215.82,207.36,162.93,127.53,264.14,400.31,617.62,105.48,80.48,73.9,61.36,145.79,183.85,67.52,0
YKR013W_mRNA,216.57,234.26,240.3,332.52,275.21,264.81,152.08,199.99,179.66,207.34,191.33,222.64,233.3,269.03,280.85,326.07,570.91,339.02,305.34,453.76,413.39,197.26,448.13,404.32,549.7,782.55,224.24,281.11,294.12,321.92,304,0,166.53,235.25
YJL078C_mRNA,91.29,93.34,94.33,112.62,104.56,102.04,98.88,85.75,87.36,91.09,90.89,93.59,223.81,179.41,228.84,227.56,220.77,164.78,226.76,204.5,205.27,210.26,17.03,106.16,105.61,105.04,79.4,92.35,101.12,118.78,98.26,0,167.82,0
YDL055C_mRNA,1412.89,1373.28,1367.63,1193.13,1423.71,1407.29,1493.37,1121.19,1104.84,1399.9,1251.95,1389.25,942.91,530.24,1464.81,1537.81,1936.92,1041.85,756.96,1975.74,1975.36,1986.63,1489.92,1119.2,1444.15,1964.02,1089.24,1743.21,1673.13,1544.46,1003.14,1226.32,947.48,676.15
YNL169C_mRNA,21.98,20.12,15.46,16.83,17.63,18.35,26.84,20.85,18.86,13.36,16.67,20.28,0,0,40.1,42.61,56.23,4.79,26.87,42.78,36.09,0,56.37,0,0,0,23.25,13.27,14.65,17.48,13.84,0,5.34,0
YGR170W_mRNA,6.06,4.63,5.78,6.44,6.28,6.15,1.26,4.89,3.44,5.01,4.3,5.5,0,0,22.11,18.64,0,0,0,2.01,1.7,0,17.62,0,0,0,7.55,2.08,4.13,8.2,9.74,0,0,0
YMR308C_mRNA,94.69,105.79,107.72,96.78,102.61,101.02,94.64,104.77,79.64,102.32,101.23,110.22,44.61,241.25,134.38,119.85,41.89,127.17,26.62,97.96,89.82,46.1,87.11,67.93,78.98,96.53,96.82,105.52,100.59,91.16,72.2,0,50.42,300.8
YDR013W_mRNA,12.82,11.69,13.25,16.36,23.45,17.53,26.45,13.83,20.66,10.97,9.75,12.04,0,0,12.8,10.78,0,5.9,0,52.36,44.17,0,0,190.86,116.51,0,8.81,37.84,28.68,10.77,0,0,0,0
YJL072C_mRNA,13.96,8.99,13.42,14.8,9.33,9.91,0,12.29,16.06,7.86,13.06,11.57,0,0,36.35,36.76,39.16,16.67,0,47.59,40.15,0,82.89,0,0,0,12.46,24.74,16.31,0,0,0,0,0
YOL146W_mRNA,25.74,31.56,22.59,13.28,32.67,32.67,29.26,21.86,39.99,26.7,27.83,29.97,0,0,47.13,51.64,76.62,26.09,0,0,68.33,442.72,0,0,0,0,29.25,17.92,35.65,71.46,75.46,0,0,0
YOL054W_mRNA,6.67,10.19,13.9,8.98,9.25,11.17,9.6,8.61,7.5,10.98,8.2,12.24,0,258.54,4.14,12.25,55.89,14.27,0,0,0,0,0,15.49,9.46,0,2.13,15.79,17.46,20.85,16.51,571.96,0,0
YAL017W_mRNA,9.9,10.13,9.06,9.46,8.72,10.15,4.34,3.89,7.62,8.64,8.85,8.4,6.05,21.81,24.73,22.03,7.58,16.45,10.83,15.61,13.17,0,12.67,0,0,0,11.21,17.02,13.07,5.3,40.59,87.74,19.45,0
YOL045W_mRNA,11.85,11.76,13.22,12.88,14.01,12.16,0,13.41,10.83,10.22,12.71,12.38,0,79.6,13.76,13.77,13.82,24.71,39.52,21.08,17.78,0,4.62,0,0,0,8.35,5.44,5.77,6.45,0,0,7.88,0
YMR137C_mRNA,1.21,2.53,1.75,2.08,2.76,1.47,4.2,1.26,3.28,1.86,1.63,3.25,8.79,0,5.42,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR505C_mRNA,14.82,11.13,16.25,16.47,14.89,14.33,18.61,22.75,16.21,11.41,10.46,11.86,49.53,51.06,11.4,12.01,11.81,48.26,67.61,16.2,13.67,0,19.74,0,0,0,21.83,25.1,19.42,8.26,6.54,0,10.1,0
YML017W_mRNA,60.16,53.68,48.67,51.92,59.26,47.47,53.21,51.86,40.65,53.48,57.67,41.08,93.56,116.55,64.63,63.34,56.55,59.82,185.2,110.54,115.12,140.03,21.6,0,23.95,61.72,51.65,24.77,49.27,97.94,2.98,0,50.66,0
YML017W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL010C_mRNA,23.15,27.79,32.8,35.45,28.63,29.99,3.07,31.19,16.78,33.61,29.79,24.04,17.12,0,29.87,33.57,53.58,27.37,92.28,34.22,28.87,0,35.81,51.98,31.73,0,23.52,15.15,30.13,59.97,0,49.83,0,505.57
YLR019W_mRNA,21.28,19.42,24.51,27.81,17.5,21.62,16.31,21.93,13.8,17.14,20.26,15.59,0,82.23,17.65,16.36,9.49,16.96,0,0,18.27,117.51,69.78,0,0,0,14.49,8.94,5.93,0,63.09,0,0,0
YDR055W_mRNA,156.64,119.11,120.35,231.29,198.63,193.92,113.48,95.33,67.07,123.49,151.24,147.75,171.09,92.86,284.59,293.55,342.72,221.51,0,302.93,296.77,265.2,82.32,30.16,77.66,151.97,133.87,131.16,128.79,124.85,193.81,149.4,201.5,0
YDR032C_mRNA,134.8,83.84,85.21,151.22,106.69,119.48,54.87,70.52,83.57,112.9,108.66,127.93,482.12,0,78.03,77.72,76.65,161.46,55.29,121.9,110.18,47.45,102.46,13.23,72.66,167.32,157.24,98.89,101.35,107.22,141.53,0,163.87,0
YKL076C_mRNA,0,0,0,0,0,0,3.69,0,0,0,0,0,0,0,25.99,21.9,0,0,0,0,0,0,0,0,0,0,36.17,0,17.65,60.98,0,0,0,0
YNL201C_mRNA,12.76,12.81,14.7,11.78,16.14,12.75,8.3,10.92,10.38,11.39,11.86,14.97,13.9,0,15.12,16.39,23.2,7.4,99.57,23.87,20.13,0,0,0,14.75,37.98,12.17,42.44,30.87,8.11,0,0,52.9,0
YLR376C_mRNA,1.22,4.79,1.41,3.73,3.71,3.15,0,3.37,0,6.87,3.51,9.26,0,0,25.54,21.52,0,0,0,0,0,0,0,54.42,33.22,0,11.29,0,6.13,18.39,0,0,0,0
YBL046W_mRNA,12.44,14.37,11.97,17.25,11.77,10.42,2.99,14.28,11.66,10.57,14.15,13.6,33.32,0,13.57,16.34,31.29,0,0,0,0,0,38.34,0,0,0,12.94,27.03,29.33,34.04,0,0,53.52,0
YAL043C_mRNA,33.19,41.2,40.01,43.17,38.38,38.38,40.1,42.8,23.12,31.68,31.58,34.78,47.93,0,42.64,40.12,26.67,61.29,38.18,42.67,64.28,181.62,24.51,37.03,70.65,123.72,25.45,26.75,35.48,52.85,24.62,0,53.22,0
YDL006W_mRNA,31.91,42.23,38.87,35.19,28.01,35.71,39.09,45.67,72.17,36.56,33.94,40.45,44.6,35.9,13.83,11.65,0,12.68,142.62,16.97,14.32,0,66.35,0,0,0,15.39,20.44,19.37,17.36,18.33,57.77,7.08,586.04
YER089C_mRNA,110.78,105.87,94.56,93.66,113.26,118.46,136.55,104.03,129.65,112.25,111.65,105.82,194.17,81,203.41,194.89,149.59,200.54,268.13,115.24,115.22,115.76,59.37,123.18,237.44,418.41,148.99,185.1,198.73,226.7,176.1,781.9,15.73,55.09
YBL056W_mRNA,61.4,63.42,51.21,45.12,53.39,56.04,46.8,61.84,59.64,52.31,47.82,62.36,13.74,24.83,54.4,68.78,146.23,116.41,24.66,82.49,69.59,0,83.36,83.53,167.53,300.43,73.05,16.22,30.93,60.16,196.95,0,58.85,0
YBR125C_mRNA,23.63,23.5,23.07,20.08,22.04,22.49,16.45,28.51,11.56,22.19,23.75,29.35,59.63,0,19.2,16.18,0,49.86,164.91,0,22.09,142.2,0,0,48.57,125.36,28.49,27.04,37.66,58.91,59.38,0,0,0
YOR090C_mRNA,21.61,21.28,17.54,16.94,16.94,18.33,4.78,12.85,19.58,19.02,19.84,18.48,19.98,0,28.25,27.64,25.01,31.94,0,116,98.62,0,25.08,0,17.65,45.51,42.96,13.76,11.73,7.78,73.9,0,0,0
YCR079W_mRNA,5.87,10.67,6.29,7.77,9.9,6.14,3.14,6.57,3.68,11.12,11.71,7.15,0,0,16.3,13.74,0,8.4,0,0,0,0,0,0,0,0,7.33,10.33,8.56,5.11,0,0,0,0
YHR076W_mRNA,19.55,5.28,8.02,33.91,21.48,15.83,24.53,0,31.93,0,6.98,3.45,0,0,39.72,40.17,42.82,25.51,0,65.01,54.84,0,0,79,48.22,0,19.07,0,26.71,79.87,210.86,532.17,16.28,0
YHR076W_pre-mRNA,12.6,10.63,10.26,4.19,0,18.08,0,19.21,0,5.85,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR189W_mRNA,6.61,2.44,2.4,6.64,9.82,13.64,5.75,1.72,0,9.54,5.81,5.76,0,466.97,7.43,6.26,0,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.93,0
YBL057C_mRNA,28.75,23.51,36.25,29.11,23.17,13.26,20.35,30.41,13.25,27.76,19.49,20.39,85.15,0,78.76,88.51,142.14,42.34,0,64.45,63.43,58.66,0,0,0,0,49.73,16.64,22.06,33.14,0,0,40.52,0
