,Q5017_27-32nt,Q5019_27-32nt,Q5020_27-32nt,Q5033_27-32nt,Q5034_27-32nt,Q5035_27-32nt,Q5041_27-32nt,Q5042_27-32nt,Q5043_27-32nt,Q5334_27-32nt,Q5337_27-32nt,Q5338_27-32nt,R4816_27-32nt,R4816_37-43nt,R4816minus_20-23nt,R4816minus_20-32nt,R4816minus_27-32nt,R4819_27-32nt,R4819_37-43nt,R4819minus_20-23nt,R4819minus_20-32nt,R4819minus_27-32nt,R4869_27-32nt,R4869minus_20-23nt,R4869minus_20-32nt,R4869minus_27-32nt,R4870_27-32nt,R4870minus_20-23nt,R4870minus_20-32nt,R4870minus_27-32nt,R4902_27-32nt,R4902_37-43nt,R4903_27-32nt,R4903_37-43nt
YGL006W_mRNA,10.87,10.39,9.72,11.78,11.92,14.2,12.34,7.58,9.56,11.83,10.78,10.89,10.54,61.65,20.67,17.39,0,4.03,10.89,21.96,20.54,12.88,14.11,14.83,29.56,52.54,13.95,13.16,11.97,9.52,7.83,0,11.91,19.92
YER132C_mRNA,6.06,4.81,5.15,5.16,5.26,9.29,2.81,3.17,3.08,4.66,6.67,6.42,0,16.85,7.41,7.93,10.61,6.43,0,0,0,0,8.44,0,3.11,7.98,10.56,13.9,12.55,9.76,1.34,0,14.25,27.22
YER003C_mRNA,315.89,297.02,283.17,269.09,297.31,294.93,317.01,322.44,267.83,263.49,275.19,280.01,422.73,345.12,600.85,558.56,331.46,430.29,152.45,101.56,125.4,251.18,314.51,113.15,201.94,341.49,423.27,225.58,239.04,265.14,452.62,83.14,397.96,334.49
YER003C_pre-mRNA,0,0,0,0,11.84,6.22,0,0,0,8.21,3.57,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR016C_mRNA,36.64,47.07,45.39,49.72,68.44,52.49,6.03,18.51,44.5,82.67,66.83,81.38,83.4,0,0,7.23,45.49,41.34,0,21.29,17.93,0,0,0,0,0,26.29,36.53,27.86,10.46,68.86,0,65.43,0
YML107C_mRNA,9.24,13.63,10.27,6.4,11.61,13.06,4.14,5.09,3.4,16.53,8.57,13.56,12.73,0,11.84,19.93,62.5,0,0,7.34,6.18,0,0,0,0,0,12.04,14.38,14.39,14.37,0,0,8.97,0
YCR024C-A_mRNA,449.5,396.19,291.43,404.52,419.39,528.05,283.62,378.74,430.34,549.88,542.03,547.53,1024.56,0,347.68,293.92,107.02,458.45,0,702.23,591.23,0,661.34,0,23.07,60.38,257.63,532.66,317.22,0,101.24,0,430.97,0
YEL017C-A_mRNA,444.2,380.82,369.36,298.86,379.64,464.33,171.07,369.8,312.76,546.88,469.99,402.56,317.76,0,122.66,128.18,107.58,153.62,0,133.68,112.53,0,483.81,38.21,35.16,30.35,202.01,86.38,107.27,98.96,661.5,0,30.95,0
YDR276C_mRNA,339.04,584.21,480.9,307,606.54,518.49,277.91,386.96,512.84,619.52,628.99,521.14,701.83,90.77,745.54,840.53,1348.2,797.3,0,1098.39,1012.8,559.49,459.73,1403.9,1137.52,718.38,299.32,1093.45,820.75,275.6,694.37,0,1141.89,0
YGL167C_mRNA,100.71,101.99,98.38,80.81,96.53,90.12,71.71,87.54,113.52,97.78,96.3,106.76,66.65,15.01,65.8,65.45,62.92,66.98,13.26,91.94,94.88,109.67,68.66,0,69.1,177.5,75.74,88.64,86.29,81.04,92.86,0,21.72,0
YNL082W_mRNA,10.65,11.32,13.94,8.47,15.15,14.23,3.79,9.31,17.88,9.86,11.45,14.12,0,0,9.52,8.01,0,13,0,13.48,19.87,53.45,2.44,5.12,3.14,0,11.02,6.61,15.43,32.91,0,0,0,0
YDL095W_mRNA,264.74,294.23,261.74,199.49,231.14,224.02,196.46,226.02,283.2,243.52,268.6,266.9,207.44,0,361.45,340.13,224.64,250.79,94.72,400.51,370.88,205.09,296.19,246.53,312.34,414.01,248.04,240.25,236.4,227.31,153,43.04,379.09,0
YAL023C_mRNA,225.05,214.19,186.69,164.46,180.8,163.65,170.6,182.66,222.68,190.61,190.71,198.24,233.47,93.68,190.96,197.11,227.66,189.55,99.32,218.15,233.45,312.75,329.26,370.79,358.43,336.6,244.17,219.22,224.84,234.7,261.4,0,167.1,181.59
YOR321W_mRNA,41.53,46.54,31.81,35.59,31.19,40.68,15.42,30.43,54.21,39.85,37.91,46.36,54.19,0,39.4,38.37,33.25,4.32,0,15.66,13.18,0,119.05,0,0,0,35.22,33.05,23.28,3.82,0,0,38.26,32.06
YJR143C_mRNA,178.08,153.92,155.72,152.44,131.2,149.7,106.05,130.22,161.41,142,155.39,158.7,159.88,0,206.16,216.58,269.33,181.81,0,329.86,305.17,172.44,233.53,214.78,175.68,112.88,163.76,119,139.83,180.51,96.09,0,70.83,0
YDL093W_mRNA,21.12,17.06,16.27,12.06,14.75,13.94,20.64,14.57,13.54,18.79,18.61,21.92,28.55,0,10.36,14.94,38.94,42.46,0,29.35,37.06,77.56,61.08,50.16,30.77,0,24,32.35,23.98,7.16,26.52,0,76.16,0
YGR199W_mRNA,29.39,38.59,32.62,33.84,33.68,35.77,5.91,24.79,29.88,28.4,33.89,36.75,45.41,0,40.95,38.03,22.29,36.66,0,45.51,38.31,0,30.41,0,55.47,142.54,18.6,32.59,40.05,54.68,22.49,256.27,4.27,257.77
YDR307W_mRNA,36.24,32.96,37.93,27.39,39.01,34.64,28.55,28.48,43.9,39.37,42.12,42.97,0,0,39.21,34.44,8.98,4.66,151.5,76.07,64.04,0,15.3,0,0,0,27.66,26.92,34.54,49.54,37.36,0,36.15,0
YKL128C_mRNA,67.16,81.51,76.92,65.97,69.83,64.49,91.41,77.17,48.73,63.76,78.27,71.68,21.08,330.88,97.94,123.64,258.68,94.03,146.16,121.39,102.2,0,223.46,258.21,256.47,252.97,144.48,59.48,71.43,95.19,221.87,0,9.92,0
YGL037C_mRNA,351.15,277.34,231.92,245.04,370.25,345.65,146.1,157.88,86.28,292.93,245.62,248.85,485.12,742.24,366.66,354.17,286.66,440.84,187.36,547.4,495.64,219.62,263.18,109.85,163.64,248.82,382.22,283.39,246.48,172.42,826.06,0,646.99,0
YPL096W_mRNA,24.65,26.51,21.86,39.43,25.48,25.99,17.32,27.91,31.95,26.61,24,29.65,39.93,0,43.31,52.07,98,29.69,0,23,19.37,0,77.98,23.3,14.29,0,34.6,7.51,5.01,0,92.71,0,18.79,0
YOR145C_mRNA,180.38,217.29,218.37,192.56,249.69,193.23,114.93,149.95,256.86,221.46,210.61,212.18,97.17,0,188.74,162.45,21.68,270.22,92.1,294.56,273.65,161.97,377.08,46.3,47.34,48.93,194.18,223.27,202.19,159.57,213.32,0,299.38,0
YLR209C_mRNA,56.49,48.73,76.86,62.64,64.05,67.06,41.08,45.71,56.85,55.84,58.62,69.82,31.57,0,120.94,104.87,19.37,171.02,0,90.84,76.48,0,178.37,0,0,0,74.62,71.21,65.33,53.47,0,0,44.58,0
YOR161C_mRNA,26.88,29.5,21.37,28.59,27.59,32.46,27.73,17.87,22.74,16.06,13.99,13.48,12.79,0,33.76,41.78,83.69,35.31,0,19.69,24.87,52.1,42.81,0,0,0,18.13,16.88,22.53,33.68,75.21,0,30.09,40.39
YOR266W_mRNA,7.87,8.88,9.97,5.86,11.47,6.66,6.82,5.23,2.8,6.05,5.36,8.12,62.91,0,17.08,18.48,25.74,10.02,0,0,30.56,192.25,43.88,0,0,0,13.63,23.71,23.73,23.67,0,0,51.82,0
YBR022W_mRNA,19.17,12.31,15.67,29.01,11.27,15.69,0,17.27,36.26,16.16,11.97,14.36,37.07,0,44.71,38.04,0,0,0,14.16,11.92,0,0,0,0,0,14.6,34.69,37.03,41.85,34.43,0,0,0
YML069W_mRNA,51.8,70.86,55.27,64.33,63.45,52.71,46.43,69.49,58.31,76.85,64.1,63.37,31.23,0,27.02,29.72,43.8,62.55,23.13,5.14,8.66,27.26,26.14,0,0,0,64.32,40.38,45.47,55.4,62.15,0,18.9,0
YPL144W_mRNA,34.88,31.01,33.33,49.73,51.38,36.2,28.94,23.69,31.65,37.63,37.51,31.6,0,0,68.39,57.56,0,56.7,0,50.86,42.82,0,136.53,0,0,0,31.55,41.53,60.96,100.45,0,0,0,0
YCL047C_mRNA,38.61,61.69,47.15,50.52,58.26,66.2,60.83,68.47,31.18,72.51,52,75.47,31.17,0,39.8,33.49,0,34.76,0,17.94,15.1,0,45.65,81.76,50.16,0,47.89,17.58,26.39,43.99,7.24,0,0,0
YIL122W_mRNA,4.29,4.87,3.52,10.94,8.36,1.19,0,3.66,1.63,5.17,8.89,8.29,0,0,17.07,14.36,0,11.69,0,21.15,17.81,0,51.19,0,0,0,10.12,6.91,4.61,0,17.04,0,0,0
YNL102W_mRNA,23.06,30.42,26.94,19.84,21.63,18.66,19.98,21.47,27.77,24.15,21.49,28.43,37.54,19.96,15.95,14.76,8.38,14.14,0,43.47,44.91,52.14,18.57,0,25.78,66.17,18.15,19.36,22.61,28.9,34.87,0,40.96,0
YBL035C_mRNA,29.28,37,32.94,31.2,25.14,35.13,8.75,24.84,23.32,24.31,28.77,35.82,20.17,98.51,36.06,31.67,8.25,15,0,23.32,19.63,0,14.07,47.24,28.98,0,32.58,7.62,22.87,53.14,28.11,23.73,0,0
YNL262W_mRNA,11.78,10.23,11.38,8.85,12.35,10.76,9.71,8.48,9.49,9,10.62,13.64,3.44,26.83,11.26,10.38,5.63,13.9,0,15.96,13.43,0,23.06,0,4.96,12.72,11.39,15.64,15.65,15.55,11.73,0,1.62,0
YDL102W_mRNA,27.23,31.65,26.35,23.51,25.85,28.58,7.44,23.29,24.4,23.56,26.33,28.64,22.86,133.79,19.21,20.66,28.06,18.94,0,34.39,28.96,0,11.48,0,0,0,27.56,24.63,36.33,59.37,19.11,0,25.83,0
YBR088C_mRNA,471.53,524.73,519.31,411.96,516.63,539.38,377.3,388.47,418.95,404.87,476.87,439.6,437.23,895.14,319.01,314.47,284.73,489.04,372.16,205.19,172.77,0,291.27,1013.13,640.62,49.43,398.62,276.47,288.43,312.29,430.96,0,0,0
YJR006W_mRNA,22.13,15.28,16.48,23.26,15.65,25.9,16.92,8.31,5.55,19.2,15.96,21.49,15.6,30.55,31.97,32.95,38.3,26.52,26.99,30.01,25.26,0,8.71,0,5.59,14.41,9.84,5.88,5.89,5.87,4.83,0,0,0
YJR043C_mRNA,14.42,11.9,14.84,7.54,16.21,8.98,31.9,2.45,13.08,12.73,8.25,11.08,49.04,0,14.25,12,0,39.06,0,0,0,0,0,0,0,0,8.69,3.46,13.86,34.6,0,0,0,0
YCR014C_mRNA,0,0.79,0.46,1.34,0,1.17,0,0,0,0,1.07,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0
YEL055C_mRNA,67.16,73.02,62.27,52.5,65.54,71.6,60.79,79.43,80.54,62.47,71.44,78.29,23.96,0,57.04,57.42,58.82,59.56,0,44.36,37.35,0,46.13,37.91,28.43,13.27,69.1,57.06,64.86,81.16,46.74,0,47.37,0
YMR129W_mRNA,49.85,67.01,53.42,45.94,63.79,47.79,31.09,49.63,53.04,58.66,58.02,61.47,40.14,0,37.6,42.2,65.69,25.58,0,55.32,55.89,58.42,64,0,39.19,100.6,26.66,34.7,36.17,38.85,40.84,0,99.88,0
YLL023C_mRNA,83.2,48.46,54.59,81.84,58.9,77.38,39.22,29.24,41.36,48.35,54.23,62.29,180.87,0,139.86,158.07,253.69,203.09,0,128.77,108.41,0,180.23,255.85,156.96,0,59.04,165.02,161.92,155.58,112,0,194.6,0
YLR018C_mRNA,53.03,54.23,44.95,30.43,48.98,47.43,57.44,32.33,68.7,52.06,35.25,48.46,14.72,0,91.33,80.06,18.06,37.52,0,177.93,164.07,89.94,0,373.33,229.04,0,41.74,53.97,46.94,33.23,95.68,0,114.3,0
YNL221C_mRNA,21.03,21.06,20.71,17,19.66,15.66,10.79,13.8,16.22,16.58,16.22,19.81,47,0,15.48,15.2,13.57,26.43,28.6,22.38,18.84,0,27.77,0,0,0,16.99,14.1,20.91,34.33,17.97,0,0,0
YNR052C_mRNA,96.84,114.34,106.79,81.44,91.93,79.68,68.24,102.42,104.17,98.16,97.86,110.26,69.94,0,43.38,66.17,185.97,118.85,60.53,67.21,62.24,35.62,117.07,71.42,43.81,0,111.58,121.85,127.43,138.18,75.78,41.26,345.66,0
YNL282W_mRNA,50.29,45.26,54.59,89.85,61.95,65.41,18.67,19.11,15.32,75.8,75.18,76,0,0,0,0,0,48.79,149.79,0,0,0,112.13,0,0,0,15.83,21.55,17.97,10.8,0,0,0,0
YBR257W_mRNA,19.61,21.5,30.41,31.29,27.71,32.02,5.2,35.13,34.13,35.05,26.25,28.4,0,0,22.27,18.75,0,20.38,0,18.4,15.49,0,0,0,0,0,9.45,0,6.01,18.06,0,0,0,0
YAL033W_mRNA,38.04,32.53,56.09,52.17,42.55,53.38,69.39,29.29,21.34,41.02,33.73,46.49,13.33,0,18.47,20.73,32.73,101.97,0,152.65,128.51,0,156.24,0,0,0,50.43,22.44,19.96,15.05,61.92,0,0,0
YGR030C_mRNA,16.59,8.8,13.37,29.64,14.1,15.11,0,13.24,5.89,13.6,13.68,11.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.67,31.05,20.71,0,0,0,62.41,0
YBR167C_mRNA,13.75,15.47,14.46,17.36,19.61,11.67,7.77,7.16,12.75,15.62,12.22,18.51,0,0,0,13.95,87.98,15.23,0,0,11.53,73.02,0,0,0,0,5.65,13.42,8.96,0,0,0,0,0
YBL018C_mRNA,101.3,67.68,81.73,100.74,67.35,109.65,76.89,32.45,55.18,89.76,83.49,103.03,0,0,0,22.94,145.06,18.83,0,84.45,71.1,0,0,0,0,0,69.84,0,0,0,164.67,0,20.86,0
YBL018C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL055C_mRNA,1046.31,787.36,844.22,1148.48,971.02,1013.52,562.63,676.93,584.97,749.12,701.51,790.85,1991.87,515.41,2411.44,2254.57,1415.29,1553.34,1047.32,2481.44,2605.07,3257.04,1908.49,2007.7,2068.17,2153.5,1645.77,2234.79,2003.41,1538.65,1947.43,496.63,1825.83,1914.9
YIL114C_mRNA,33.98,29.27,22.43,30.55,23.4,16.98,10.77,29.76,46.39,31.2,26.29,33.68,0,0,30.74,29.11,20.32,10.55,0,0,0,0,48.51,0,0,0,33.27,32.67,46.71,74.79,0,0,0,0
YPL188W_mRNA,55.57,62.46,57.82,69.81,65.7,60.99,38.2,23.45,52.69,37.36,40.79,43.77,128.11,0,62.15,56.52,26.2,78.24,0,43.18,128.97,587.22,13.4,77.11,48.07,0,71.92,24.16,50.37,102.45,138.82,0,22.61,0
YIL160C_mRNA,0.27,0,0.61,0,0,0.52,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL205W_mRNA,0.16,0,0.18,0,0,0.31,0,0,0,0,0,0,0,0,2.98,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR267W_mRNA,28.48,28.67,28.88,28.77,25.32,25.8,4.41,31.11,19.88,20.32,20.78,32.37,0,279.05,62.97,68.89,99.76,34.54,0,85.85,72.28,0,22.68,0,0,0,49.63,42.06,38.27,30.59,0,0,0,0
YHR075C_mRNA,3.57,1.37,2.53,3.68,10.02,3.75,0,2.19,2.93,1.69,5.03,1.42,0,0,7.67,6.45,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,5.1,0,0,0
YNR032W_mRNA,35.9,37.48,32.19,20.38,44.5,31.58,15.3,17.61,42.35,36.18,33.86,32.27,17.64,69.13,16.41,32.23,115.46,63.7,0,13.56,34.25,143.75,0,144.22,88.48,0,22.24,26.58,17.73,0,60.07,0,99.64,0
YDL134C_mRNA,94.94,97.14,77.11,65.82,91.33,108.95,65.55,91.26,100.15,102.81,82.46,90.01,0,0,97.5,99.42,117.98,55.82,99.54,133.74,139.99,0,30.66,58.91,82.61,119.61,87.58,92.49,77.71,48.08,0,0,27.1,0
YDL188C_mRNA,90.62,99.31,109.32,102.5,83.04,68.05,0,114.4,130.48,98.16,74.27,89.42,113.66,105.5,90.07,86.97,58.49,124.84,0,40.39,46.35,292.48,96.96,0,0,0,71.8,82.55,64.54,27.85,138.9,0,33.79,0
YDR075W_mRNA,15.59,15.51,15.71,9.43,15.39,15.85,8.45,15.56,20.78,16.47,18.52,15.93,12.98,0,21.12,17.78,0,20.68,0,0,0,0,16.3,0,0,0,52.17,7.33,4.89,0,0,0,0,0
YDR435C_mRNA,23.75,19.75,20,26.92,32.93,34.58,9.21,24.04,13.23,24.51,25.54,31.1,70.82,291.87,42.78,36,0,49.65,73.67,0,0,0,0,0,0,0,28.46,8,13.34,23.99,85.51,0,0,0
YOL141W_mRNA,16.19,18.65,16.29,21.7,24.84,17.96,11.08,8.84,11.81,21.48,20.71,24.41,81.73,0,38.11,37.42,33.44,10.85,0,31.49,26.51,0,34.21,0,22.01,56.59,15.29,15.43,19.3,26.91,44.28,0,0,0
YDR452W_mRNA,48.35,48.79,47.55,49.58,62.07,55.06,13.42,45.31,43.11,51.56,47.92,57.05,48.13,0,75.35,76.91,84.39,59.16,0,51.66,60.22,105.06,43.16,54.34,74.08,104.74,47.95,44.79,50.67,62.1,57.48,0,140.79,0
YPL179W_mRNA,19.7,24.26,23.81,33.55,30.92,26.64,15.21,11.68,19.76,26.68,23.91,24.91,3.9,0,23.64,29.07,57.4,47.19,80.76,9.01,7.58,0,45.67,0,0,0,22.11,30.89,32.39,35.2,68.78,330.31,0,0
YLR014C_mRNA,6.85,7.75,7.27,8.1,7.34,6.29,8.73,3.22,10.74,13.83,10.69,11.78,2.68,0,3.76,3.16,0,0,0,10.74,11.7,16.4,2.25,0,0,0,4.44,9.12,6.09,0,14.95,0,0,0
YBR276C_mRNA,8.92,9.64,8.32,6.87,10.37,9.3,6,4.3,6.56,9.69,8.77,11.11,15.37,0,2.87,2.41,0,3.92,0,0,0,0,0,0,26.5,68.09,8.72,0,1.16,3.47,0,0,0,0
YGR123C_mRNA,109.69,130.02,137.3,106.86,104.59,129.78,91,114.54,119.42,117.26,113.94,130.67,37.3,0,45.61,51.18,80.12,68.35,0,76.24,98.55,199.49,93.67,147.23,140.49,129.15,80.46,92.32,88,78.97,73.63,0,39.51,0
YPL148C_mRNA,9.12,9.07,2.33,2.26,5.54,4.94,0,2.02,0,3.89,8.17,8.49,0,0,4.69,3.95,0,0,0,0,0,0,0,0,0,0,2.39,0,0,0,9.4,0,0,0
YHR201C_mRNA,84.1,76.24,88.55,71.68,68.04,85.83,75.51,59.61,85.52,76.09,82.4,86.01,55.27,194.86,61.73,75.77,149.24,59.88,57.39,127.6,107.42,0,50.89,96.86,101.03,107.17,81,46.86,56.28,74.89,87.28,0,109.28,0
YML016C_mRNA,19.68,22.47,23.05,29.81,23.38,27.38,11.12,10.92,24.62,18.14,16.56,21.19,41.03,60.1,33.47,33.54,33.57,23.97,283.19,79.04,66.54,0,0,30.02,29.47,28.41,26.67,27.11,24.55,19.3,0,0,0,0
YDR436W_mRNA,8.36,8.82,7.7,6.72,9.44,10.77,2.17,6.67,2.67,5.4,6.11,10.35,13.36,0,21.93,21.16,16.4,8.52,17.3,7.72,6.5,0,44.74,0,0,0,7.9,17.04,12.63,3.77,9.31,0,0,0
YEL060C_mRNA,107.32,90.79,71.67,103.15,114.76,126.87,50.42,55.28,53.17,95.94,94.95,113.91,383.85,302.9,127.33,152.05,280.84,242.27,191.15,98.1,114.91,203.02,129.75,90.72,115.29,153.34,133.48,81.5,78.08,70.84,257.1,0,151.15,314.54
YMR297W_mRNA,324.11,280.2,257.09,332.5,292.38,335.82,267.29,206.92,209.69,323.54,283.63,316.92,629.72,340.67,518.04,503.6,427.53,446.85,486.19,474.46,447.21,300.25,542.02,376.1,394.16,420.57,430.7,459.89,433.29,378.16,335.43,662.83,403.63,634.97
YCL057W_mRNA,95.4,88.06,84.21,90.76,86.58,92.38,55.11,78.95,82.87,76.82,93.28,90.48,42.36,103.44,69.13,69.26,69.31,107.98,0,36.72,58.39,172.59,91.59,0,0,0,90.11,89.95,86.69,79.7,95.08,0,159.51,0
YER012W_mRNA,177.17,154.05,124.56,188.44,159.13,153.96,103.21,190.1,153.43,173.87,165.97,168.39,218.15,0,101.09,104.41,121.7,151.66,103.52,170.74,210.93,424.23,273.89,744.11,721.9,686.6,157.03,150.64,189.89,268.68,55.26,0,112.02,0
YOR362C_mRNA,177.5,223.28,192.59,185.97,210.98,225.96,147.57,119.3,129.1,182.02,190.06,225.08,219.29,0,129.89,135.82,167.05,120.48,275.48,356.86,351.8,323.51,278.48,396.8,340.8,251.32,171.59,226.07,219.14,204.89,344.15,0,10.68,0
YPR103W_mRNA,207.36,205.5,202.12,175.37,212.73,218.41,115.14,215.29,229.64,192.41,196.57,215.57,64.36,189.68,287.57,260.87,118.48,292.24,670.33,324.02,303.97,196.68,356.88,309.44,457.29,690.75,264.32,358.33,320.8,245.23,269,0,204.49,0
YJL001W_mRNA,132.9,139.24,100.14,100.43,119.62,136.75,88.16,122.94,159.07,104.68,105.52,103.49,415.6,0,318.45,292.69,155.24,322.44,376.88,467.41,393.51,0,287.36,504.99,406.61,250.24,196.47,575.08,492.35,326.41,100.7,0,165.86,0
YJL001W_pre-mRNA,5.23,9.73,3.52,7.64,4.94,0,0,18.9,0,3.89,0,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR050C_mRNA,183.54,172.28,160.79,209.43,156.29,139.36,103.72,141.7,163.76,131.2,145.02,162.15,103.64,0,199.86,202.47,215.25,167.66,0,192.54,200.45,243.62,120.11,195.15,119.72,0,231.78,143.85,128.97,99.01,236.95,0,247.67,0
YMR314W_mRNA,302.01,369.41,334.17,339.71,327.9,358.84,266.23,262.58,290.36,318.08,328.98,350.27,583.4,256.85,323.17,336.57,406.09,221.97,136.15,305.84,343.27,532.18,182.2,106.5,149.33,217.05,343.71,426.85,356.82,216.27,347.76,247.49,418.07,0
YOL038W_mRNA,421.38,476.1,418.84,329.56,501.3,462.54,293.72,463.22,488.89,524.94,530.8,501.33,292.16,783.59,262.83,314.51,586.74,383.66,969.2,285.03,291.39,324.66,540.94,30.9,142.32,318.77,353.65,304.26,266.23,189.91,402.93,251.68,312.55,0
YBL041W_mRNA,272.36,236.81,260.01,267.34,265.78,313.74,140.9,232.49,187.78,268.59,221.96,251.14,342.93,0,108.82,126.81,221.51,212.8,0,207.5,200.9,165.47,83.09,126.1,77.36,0,200.51,203.33,206.89,213.96,100.58,641.51,101.95,0
YML092C_mRNA,178.22,130.15,118.61,197.51,122.07,153.86,130.34,149.14,140.92,120.47,123.52,127.02,236.79,215.03,185.88,202.68,290.61,255.38,0,282.67,282.05,278.31,320.16,111.35,68.31,0,200.2,210.32,229.31,267.34,245.31,194.24,295.8,0
YGR135W_mRNA,159.91,138.73,119.31,130.49,125.86,113.16,166.28,142.93,159.11,119.26,130.23,155.69,221.53,402.03,272.79,266.18,230.05,76.02,0,205.8,239.27,416.6,156.89,312.65,383.64,495.57,227.57,158.46,198.63,278.96,419.43,0,216.57,0
YIR008C_mRNA,21.86,15.3,19.58,21.1,26.06,26.86,0,11.85,15.82,23.22,22.35,19.5,0,0,37.57,52.75,132.36,34.36,0,74.65,62.85,0,67.7,0,0,0,22.94,48.77,36.61,12.18,5.01,0,159.9,0
YKL045W_mRNA,22.65,14.73,20.14,18.53,18.39,18.38,20.41,16.11,26.3,20.33,19.29,17.07,22.41,0,20.87,17.57,0,0,0,10.35,8.71,0,3.75,0,0,0,29.66,17.75,18.61,20.24,16.65,0,50.62,0
YIL095W_mRNA,14.89,15.86,12.46,19.14,11.51,18.19,1.95,6,14.43,13.63,15.36,17.85,18.03,0,11.21,9.44,0,24.89,15.55,6.95,5.85,0,0,0,0,0,12.07,13.62,12.49,10.18,0,0,0,0
YNL279W_mRNA,0.89,0.71,0.82,0.4,0.97,0,0,0.71,0.95,0.27,0.19,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL108C_mRNA,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR278W_mRNA,70.03,74.61,57.1,64.25,79.51,81.29,28.36,30.08,23.26,74.38,76.59,79.34,91.17,0,86.47,85.73,87.57,63.15,41.07,137.38,134.94,121.13,16.59,41.75,81.1,142.72,59.96,76.29,67.37,49.23,66.27,0,111.95,0
YIL037C_mRNA,0.18,0.18,0,0,0,0,0,0,0,0.28,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL192C_mRNA,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL156C_mRNA,5.65,4.5,6.07,5.89,8.23,2.2,0,0,2.01,2.32,5.27,4.86,0,0,6.99,5.88,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0
YIL117C_mRNA,30.16,38.57,29,44.41,49.5,39.44,17.23,19.83,28.26,36.15,37.06,53.44,0,38.96,46.17,38.86,0,46.42,68.84,22.89,25.69,40.47,11.08,0,0,0,26.61,29.91,24.94,14.95,0,0,74.8,0
YML047C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL039C_mRNA,0.85,1.01,0.59,0.38,1.55,0.99,0,0,0,1.57,0.18,0.88,0,159.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL053W_mRNA,8.51,16.83,8.12,19.43,13.97,19.57,10.8,8.71,13.3,20.6,15.84,18.22,41.53,0,30.84,35.69,61.16,74.11,0,0,0,0,0,0,0,0,23.56,18.73,12.5,0,7.71,0,0,0
YAR031W_mRNA,4.02,7.05,2.82,8.63,4.8,8.76,4.54,5.22,1.86,2.55,5.46,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR300C_mRNA,112.1,118.84,107.45,91.16,89.72,111.49,45.98,117.25,139.23,131.28,119.38,137.95,27.18,127.76,40.48,53.23,120.1,31.18,84.65,25.09,26.4,33.23,59.15,171.52,105.22,0,78.39,55.32,67.66,92.07,151.48,0,176.57,0
YOR323C_mRNA,160.83,174.94,132.4,165.24,155.78,134.94,146.33,179.69,152.88,141.69,136.05,151.12,267.79,157.31,201.91,213.99,276.07,235.51,55.59,129.76,197.69,556.47,188.28,319.19,230.37,89,179.76,200.31,203.13,205.59,268.62,113.68,287.4,50.82
YER023W_mRNA,325.85,250.68,204.14,239.7,252.19,221.54,409.38,172.22,257,234.81,202.38,222.73,318.54,0,389.61,397.7,438.61,391.15,323.56,241.45,278.57,474.84,572.25,68.31,243.06,516.44,484.8,460.07,456.06,447.34,368.02,55.14,504.67,0
YDL043C_mRNA,31.78,28.58,28.07,34.03,24.59,45.87,5.66,34.74,23.2,34.11,28.09,27.52,0,0,12.11,20.38,64.05,33.26,0,0,0,0,0,0,0,0,47.29,19.6,32.7,58.92,0,0,0,0
YKR086W_mRNA,7.58,6.85,9.25,10.26,9,11.2,22.39,4.58,11.63,8.29,8.4,11.11,0,0,9.64,8.11,0,4.39,0,5.31,4.47,0,0,0,0,0,10.85,0,2.6,7.77,0,0,0,0
YGR006W_mRNA,10.98,16.06,13.27,25.16,23.76,14.48,11.35,5.89,6.37,20.29,15.22,18.76,7.96,0,3.69,9.33,39.06,50.02,0,0,0,0,0,0,0,0,28.73,26.92,17.96,0,69.63,0,0,0
